time,close,open,high,low,volume
2019.02.04 01:00,6859.45,6855.75,6861.05,6851.25,20850
2019.02.04 01:01,6862.15,6859.45,6863.15,6857.65,12050
2019.02.04 01:02,6862.55,6861.75,6862.85,6860.55,8300
2019.02.04 01:03,6861.85,6862.35,6862.35,6861.65,6250
2019.02.04 01:04,6865.85,6861.75,6866.35,6861.75,5200
2019.02.04 01:05,6863.05,6865.35,6866.05,6862.95,5300
2019.02.04 01:06,6862.45,6862.65,6862.85,6862.05,4000
2019.02.04 01:07,6864.05,6862.45,6864.65,6862.45,5050
2019.02.04 01:08,6864.35,6863.85,6864.55,6862.95,3750
2019.02.04 01:09,6865.05,6864.15,6865.15,6863.85,3050
2019.02.04 01:10,6862.65,6864.75,6864.85,6862.05,2750
2019.02.04 01:11,6863.95,6862.65,6864.15,6862.35,3050
2019.02.04 01:12,6863.95,6863.95,6863.95,6863.8,2050
2019.02.04 01:13,6863.7,6863.95,6863.95,6863.55,1482
2019.02.04 01:14,6863.8,6863.7,6863.8,6863.7,1050
2019.02.04 01:15,6863.95,6863.8,6864.35,6863.8,3900
2019.02.04 01:16,6863.95,6863.95,6863.95,6863.95,932
2019.02.04 01:17,6864.15,6863.95,6864.55,6863.95,2300
2019.02.04 01:18,6864.35,6864.15,6864.55,6863.95,2450
2019.02.04 01:19,6864.35,6864.35,6864.55,6864.15,1100
2019.02.04 01:20,6864.35,6863.95,6864.85,6863.95,1950
2019.02.04 01:21,6864.25,6863.95,6864.25,6863.95,832
2019.02.04 01:22,6864.25,6864.25,6864.25,6864.1,982
2019.02.04 01:23,6864.2,6864.2,6864.25,6864.2,500
2019.02.04 01:24,6864.2,6864.25,6864.25,6864.2,682
2019.02.04 01:25,6864.25,6864.25,6864.25,6864.2,600
2019.02.04 01:26,6863.85,6864.25,6864.25,6863.85,700
2019.02.04 01:27,6863.7,6863.85,6863.95,6863.4,1500
2019.02.04 01:28,6863.8,6863.7,6863.95,6863.7,600
2019.02.04 01:29,6863.45,6863.7,6863.95,6863.45,832
2019.02.04 01:30,6863.95,6863.45,6863.95,6863.45,950
2019.02.04 01:31,6866.55,6863.95,6867.05,6863.95,4950
2019.02.04 01:32,6869.05,6866.55,6869.35,6866.55,4700
2019.02.04 01:33,6869.35,6869.15,6869.85,6868.45,4500
2019.02.04 01:34,6867.35,6869.35,6869.35,6867.15,2750
2019.02.04 01:35,6868.55,6867.35,6868.85,6867.35,4450
2019.02.04 01:36,6869.35,6868.55,6869.35,6868.45,1900
2019.02.04 01:37,6869.35,6869.35,6869.35,6869.35,900
2019.02.04 01:38,6869.35,6869.35,6869.35,6869.35,900
2019.02.04 01:39,6871.55,6869.35,6871.55,6869.35,2700
2019.02.04 01:40,6869.85,6871.35,6871.35,6869.85,3700
2019.02.04 01:41,6869.35,6869.85,6869.85,6869.25,2200
2019.02.04 01:42,6867.85,6869.35,6869.35,6867.15,2650
2019.02.04 01:43,6871.55,6867.95,6871.55,6867.95,3350
2019.02.04 01:44,6871.05,6871.55,6872.05,6870.45,4300
2019.02.04 01:45,6869.85,6870.75,6871.35,6869.25,3150
2019.02.04 01:46,6872.05,6869.85,6872.35,6869.55,2950
2019.02.04 01:47,6872.05,6872.05,6872.35,6871.35,2200
2019.02.04 01:48,6872.35,6872.05,6872.35,6871.65,1294
2019.02.04 01:49,6873.85,6872.25,6874.45,6871.95,3630
2019.02.04 01:50,6871.55,6873.85,6873.85,6870.95,5550
2019.02.04 01:51,6872.85,6871.55,6872.85,6871.55,1482
2019.02.04 01:52,6872.35,6872.85,6873.05,6872.25,1032
2019.02.04 01:53,6871.35,6872.35,6872.85,6871.05,1850
2019.02.04 01:54,6871.85,6871.35,6872.05,6871.05,2400
2019.02.04 01:55,6872.4,6872.15,6872.85,6872.15,2000
2019.02.04 01:56,6872.65,6872.55,6872.65,6872.3,1882
2019.02.04 01:57,6872.65,6872.65,6872.65,6872.65,1400
2019.02.04 01:58,6872.3,6872.65,6872.65,6871.7,3300
2019.02.04 01:59,6872.2,6872.3,6872.55,6872.2,1600
2019.02.04 02:00,6878.95,6872.2,6880.35,6872.2,15600
2019.02.04 02:01,6879.85,6878.95,6880.65,6878.95,8500
2019.02.04 02:02,6885.35,6879.85,6888.45,6879.75,19300
2019.02.04 02:03,6885.05,6884.95,6885.55,6882.65,10200
2019.02.04 02:04,6885.05,6885.15,6885.25,6884.25,3800
2019.02.04 02:05,6886.05,6885.15,6887.15,6884.95,7750
2019.02.04 02:06,6883.75,6885.75,6886.05,6882.45,7850
